#ID field umap_x umap_y z z_type z_16 z_84 ssfr_50 ssfr_16 ssfr_84 SFR_100_50 SFR_100_16 SFR_100_84 mwa_50 mwa_16 mwa_84 mstar_50 mstar_16 mstar_84 AV_50 AV_16 AV_84
218054 gds -4.382 -4.561 4.1500 phot 3.6350 4.4630 -7.986 -8.171 -7.921 0.520 0.369 0.629 0.060 0.042 0.100 8.542 8.477 8.620 0.379 0.253 0.484
218393 gds -2.927 0.148 1.2980 spec 1.2930 1.3030 -10.295 -10.642 -9.901 0.209 -0.136 0.543 2.795 2.347 3.135 10.468 10.398 10.521 0.549 0.338 0.763
218470 gds -3.143 -0.032 3.6800 phot 3.3810 3.7340 -8.615 -8.844 -8.383 1.645 1.489 1.781 0.309 0.170 0.543 10.256 10.154 10.347 0.766 0.601 0.888
218548 gds -0.692 -1.398 3.7600 phot 1.7430 4.0280 -8.286 -8.540 -8.075 -0.179 -0.360 -0.036 0.135 0.078 0.247 8.125 8.034 8.211 0.232 0.141 0.355
218643 gds -3.016 0.137 2.0000 phot 1.7590 2.0260 -9.265 -9.308 -9.192 2.030 1.986 2.087 1.594 1.389 1.659 11.295 11.264 11.325 0.998 0.865 1.145
218808 gds -2.726 0.287 2.4880 spec 2.4830 2.4930 -9.160 -9.207 -9.041 0.843 0.801 0.942 1.228 0.906 1.315 10.003 9.956 10.030 0.413 0.316 0.551
218834 gds -3.350 -0.249 2.3500 phot 2.1980 2.3990 -9.155 -9.261 -8.958 1.762 1.661 1.880 1.132 0.723 1.396 10.904 10.833 10.959 2.480 2.287 2.671
219040 gds -6.190 -2.957 5.0000 phot 4.9680 5.0750 -7.948 -8.086 -7.925 -0.192 -0.475 -0.037 0.043 0.025 0.080 7.796 7.630 7.951 0.110 0.063 0.169
219050 gds -3.240 -4.543 3.8800 phot 3.8530 4.0080 -8.221 -8.413 -8.025 1.449 1.336 1.585 0.109 0.068 0.176 9.683 9.619 9.752 0.282 0.195 0.379
219069 gds -6.329 -3.201 4.8800 phot 4.8590 4.8930 -7.989 -7.992 -7.985 -0.177 -0.272 -0.075 0.003 0.002 0.003 7.936 7.889 7.994 0.129 0.101 0.160
219070 gds -6.301 -3.240 4.8740 spec 4.8690 4.8790 -7.939 -7.947 -7.931 0.758 0.624 0.923 0.016 0.013 0.025 8.744 8.680 8.817 0.399 0.331 0.461
219145 gds -6.287 -3.240 4.8200 phot 4.6300 4.8310 -8.186 -8.468 -7.935 0.369 0.195 0.527 0.109 0.045 0.220 8.596 8.424 8.726 0.187 0.091 0.305
219407 gds -6.322 -3.195 4.3600 phot 4.0580 4.3540 -7.968 -7.978 -7.951 -0.675 -0.867 -0.410 0.007 0.005 0.013 7.359 7.252 7.502 0.185 0.131 0.281
219695 gds -6.081 -3.487 4.9400 phot 4.8890 5.0410 -8.317 -8.465 -8.169 0.978 0.881 1.068 0.138 0.096 0.196 9.295 9.228 9.368 0.121 0.077 0.172
219817 gds -3.216 -0.106 2.3700 phot 2.1020 2.3820 -32.517 -108.018 -14.429 -22.897 -104.510 -4.010 1.695 1.197 2.173 10.574 10.540 10.609 0.924 0.594 1.303
219824 gds -6.270 -3.162 4.3700 phot 4.3260 4.3880 -7.966 -7.975 -7.953 -0.372 -0.528 -0.173 0.007 0.005 0.012 7.659 7.588 7.773 0.155 0.116 0.212
219953 gds -2.746 0.173 2.8000 phot 1.8160 3.0390 -8.884 -9.108 -8.594 0.357 0.192 0.527 0.611 0.292 1.063 9.227 9.112 9.305 0.706 0.503 0.920
220033 gds -6.290 -3.148 4.3800 phot 3.9810 4.3980 -7.976 -7.985 -7.961 -0.360 -0.557 -0.153 0.005 0.003 0.009 7.693 7.595 7.803 0.148 0.110 0.234
249619 gds -0.521 -0.422 2.9700 phot 2.7580 3.0800 -8.487 -8.652 -8.267 0.117 0.013 0.244 0.210 0.130 0.317 8.607 8.528 8.668 0.151 0.097 0.217
281532 gds -2.969 -4.558 3.7300 phot 3.3530 3.7910 -9.136 -10.842 -8.495 -0.740 -2.332 0.087 0.137 0.114 0.165 8.577 8.553 8.607 0.112 0.035 0.202
281718 gds -0.184 -1.142 3.0200 phot 2.1680 3.5630 -8.777 -8.927 -8.604 -0.372 -0.476 -0.264 0.462 0.300 0.672 8.414 8.345 8.473 0.091 0.037 0.192
282348 gds -6.338 -3.253 4.8400 phot 4.6120 4.8530 -7.938 -7.955 -7.926 -0.240 -0.508 -0.006 0.027 0.015 0.046 7.748 7.611 7.873 0.196 0.120 0.275
282607 gds -6.150 -2.740 4.8500 phot 4.3110 5.3500 -8.399 -8.629 -8.133 0.148 -0.003 0.341 0.171 0.090 0.296 8.558 8.439 8.663 0.148 0.069 0.260
282664 gds -6.326 -3.199 4.7000 phot 4.4380 4.7600 -7.981 -7.990 -7.963 -1.024 -1.245 -0.762 0.004 0.003 0.009 7.100 6.973 7.283 0.153 0.093 0.257
282991 gds -6.062 -3.465 4.3900 phot 4.0420 4.6450 -7.966 -8.235 -7.923 -0.008 -0.297 0.142 0.054 0.028 0.118 8.036 7.897 8.180 0.188 0.102 0.286
283038 gds -6.908 -2.751 5.0700 phot 5.0280 5.1880 -7.922 -7.934 -7.911 0.724 0.541 0.932 0.029 0.021 0.045 8.693 8.609 8.796 0.566 0.463 0.663
283162 gds -6.046 -2.965 4.3000 phot 4.1170 4.3220 -7.959 -7.964 -7.951 -0.042 -0.143 0.078 0.010 0.008 0.013 7.954 7.909 8.017 0.217 0.158 0.286
283294 gds -6.147 -3.247 4.3500 phot 4.0440 4.3330 -7.929 -7.939 -7.920 0.086 -0.063 0.235 0.034 0.025 0.044 8.045 7.987 8.108 0.341 0.243 0.420
283405 gds -3.421 -4.698 3.1900 phot 3.1130 3.4110 -8.798 -9.000 -8.562 0.536 0.395 0.691 0.450 0.263 0.712 9.345 9.245 9.414 0.512 0.395 0.670
283418 gds -2.602 0.223 1.0970 spec 1.0920 1.1020 -9.271 -9.436 -9.087 1.677 1.592 1.782 1.538 0.992 2.426 10.949 10.873 11.040 1.413 1.291 1.540
283484 gds -3.010 -4.553 3.5900 phot 3.4710 3.8830 -8.728 -8.939 -8.480 -0.153 -0.289 -0.004 0.401 0.215 0.646 8.576 8.463 8.659 0.214 0.114 0.339
283663 gds -3.380 0.172 4.5500 phot 4.3800 4.6500 -8.915 -8.944 -8.842 1.353 1.273 1.434 0.643 0.565 0.665 10.273 10.217 10.325 1.360 1.195 1.523
283700 gds -6.351 -3.375 4.8600 phot 4.8160 4.8940 -7.957 -7.964 -7.947 0.683 0.560 0.817 0.010 0.008 0.014 8.685 8.638 8.742 0.441 0.335 0.583
284008 gds -4.207 -4.565 3.7200 phot 3.5700 3.7220 -7.932 -7.947 -7.921 1.036 0.813 1.238 0.030 0.019 0.048 9.013 8.948 9.083 0.522 0.443 0.618
284527 gds -3.353 -0.240 9.8446 phot_bagpipes 9.6852 9.9499 -8.040 -8.251 -7.917 3.413 3.090 3.622 0.074 0.038 0.131 11.498 11.390 11.586 1.768 1.528 1.975
284680 gds -6.335 -3.232 4.3200 phot 4.2410 4.3370 -7.968 -7.975 -7.957 -0.307 -0.443 -0.141 0.007 0.005 0.010 7.733 7.653 7.832 0.212 0.150 0.340
284985 gds -6.219 -3.280 4.2700 phot 4.2460 4.3100 -7.944 -7.951 -7.937 0.298 0.176 0.428 0.016 0.013 0.022 8.283 8.225 8.342 0.415 0.343 0.492
285376 gds -6.077 -2.884 4.5000 phot 4.4650 4.6320 -7.968 -7.979 -7.946 -0.918 -1.155 -0.598 0.007 0.004 0.015 7.142 7.016 7.327 0.157 0.104 0.235
285736 gds -6.210 -3.029 4.7740 spec 4.7690 4.7790 -7.963 -7.970 -7.955 0.013 -0.086 0.131 0.008 0.007 0.012 8.024 7.971 8.096 0.169 0.106 0.226
286464 gds -4.261 -4.689 4.2800 phot 4.0030 4.3090 -8.239 -8.473 -8.055 0.796 0.634 0.928 0.116 0.073 0.200 9.056 8.998 9.132 0.328 0.209 0.483
286531 gds -6.323 -3.251 4.3100 phot 4.2440 4.3290 -7.954 -7.963 -7.941 -0.229 -0.380 -0.029 0.012 0.009 0.019 7.777 7.704 7.893 0.221 0.164 0.322
286617 gds -6.718 -2.330 5.2500 phot 4.9380 5.2510 -8.487 -8.632 -8.283 -0.091 -0.204 0.042 0.205 0.124 0.295 8.401 8.306 8.497 0.093 0.039 0.166
286676 gds -3.215 0.082 3.5700 phot 3.3360 3.6980 -7.933 -7.947 -7.922 1.059 0.844 1.270 0.021 0.014 0.035 9.054 8.954 9.146 1.155 0.993 1.343
288939 gds -3.181 0.003 3.6100 phot 3.3120 3.7250 -8.930 -9.033 -8.556 0.945 0.845 1.191 0.693 0.274 0.854 9.872 9.764 9.929 1.005 0.798 1.266
289542 gds -2.659 0.169 4.2500 phot 1.0940 4.3950 -8.560 -8.811 -8.280 0.622 0.473 0.773 0.269 0.148 0.490 9.189 9.067 9.289 0.466 0.304 0.619
294265 gds -3.126 -0.127 2.7500 phot 1.8650 2.8610 -10.589 -29.972 -9.119 -1.126 -23.612 0.314 1.049 0.694 1.348 9.470 9.414 9.512 0.471 0.230 0.744
294659 gds -0.892 -1.026 3.0500 phot 3.0340 3.3270 -8.665 -8.885 -8.472 -0.404 -0.510 -0.287 0.349 0.213 0.597 8.278 8.182 8.397 0.127 0.055 0.238
295852 gds -6.414 -3.235 0.4400 phot 0.1310 0.5140 -9.299 -9.609 -9.025 0.041 -0.035 0.164 1.644 0.830 3.774 9.350 9.194 9.580 0.074 0.038 0.125
296162 gds -2.854 0.215 1.6600 phot 1.4020 1.6760 -9.126 -9.317 -8.866 0.954 0.842 1.148 1.147 0.582 1.825 10.090 10.003 10.162 1.066 0.835 1.306
296175 gds -3.837 -4.577 3.7400 phot 3.6490 4.2030 -8.258 -8.435 -8.079 0.522 0.387 0.648 0.122 0.079 0.187 8.785 8.724 8.847 0.309 0.232 0.405
296176 gds -3.099 -0.049 3.1200 phot 2.9710 3.2620 -8.858 -9.082 -8.617 1.072 0.932 1.232 0.561 0.307 0.965 9.951 9.852 10.014 0.876 0.690 1.070
296744 gds -2.766 0.158 1.4200 phot 1.3290 1.5050 -29.636 -77.798 -15.046 -19.287 -63.465 -5.197 2.544 2.024 3.132 10.807 10.764 10.871 0.397 0.232 0.674
296749 gds -6.152 -3.262 4.2500 phot 4.1890 4.2660 -7.946 -7.957 -7.935 0.101 -0.076 0.281 0.016 0.010 0.025 8.088 8.013 8.193 0.207 0.157 0.262
296853 gds -4.332 -4.700 1.1600 phot 1.1680 4.3170 -9.107 -9.397 -8.804 -0.517 -0.703 -0.320 1.099 0.510 2.223 8.577 8.474 8.695 1.402 1.195 1.616
298431 gds -4.175 -4.724 3.6800 phot 3.4750 3.7420 -8.309 -8.785 -8.102 0.579 0.321 0.697 0.151 0.086 0.462 8.910 8.801 9.105 0.500 0.316 0.665
1000027 gdn -6.332 -3.200 4.8300 phot 4.7320 4.8600 -7.944 -7.957 -7.928 0.486 0.224 0.761 0.019 0.011 0.037 8.495 8.350 8.665 0.240 0.163 0.337
1000035 gdn -6.721 -3.045 5.9800 phot 5.8140 6.0020 -8.590 -10.862 -8.228 0.096 -2.376 0.370 0.186 0.109 0.300 8.779 8.619 8.919 0.163 0.046 0.333
1000050 gdn -2.857 -4.519 0.6600 phot 0.6910 4.2550 -9.614 -20.880 -9.251 -2.193 -10.790 -2.011 3.123 1.410 4.721 7.438 7.204 7.770 0.781 0.399 1.325
1000176 gdn -5.992 -3.412 3.9900 phot 3.9330 4.2260 -8.438 -8.670 -8.169 -0.408 -0.530 -0.233 0.190 0.100 0.340 8.041 7.904 8.178 0.078 0.024 0.161
1000269 gdn -1.659 -1.210 5.2100 phot 5.0870 5.2340 -8.201 -8.627 -7.934 -0.023 -0.243 0.167 0.105 0.042 0.297 8.249 8.034 8.461 0.182 0.073 0.355
1000417 gdn -5.912 -2.853 4.2000 phot 4.0660 4.2920 -7.928 -7.941 -7.919 0.235 0.049 0.423 0.032 0.024 0.047 8.213 8.121 8.298 0.151 0.101 0.219
1000438 gdn -0.740 -1.904 3.5300 phot 2.9090 3.6570 -8.910 -9.099 -8.642 -0.319 -0.451 -0.160 0.499 0.250 0.790 8.569 8.467 8.646 0.161 0.084 0.282
1000542 gdn -0.559 -1.055 3.0700 phot 3.0320 3.3330 -8.613 -8.846 -8.402 0.330 0.188 0.449 0.307 0.182 0.547 8.946 8.853 9.043 0.244 0.131 0.392
1000543 gdn -1.725 -0.791 3.3600 phot 3.1660 3.3570 -7.944 -7.954 -7.932 0.308 0.137 0.477 0.015 0.011 0.023 8.288 8.223 8.383 1.250 1.064 1.425
1000565 gdn -6.138 -3.370 4.8900 phot 4.3030 5.0510 -8.390 -8.602 -8.124 -0.167 -0.306 -0.032 0.175 0.091 0.287 8.225 8.060 8.382 0.113 0.045 0.224
1000567 gdn -3.009 -4.647 3.3300 phot 3.0470 3.7250 -10.272 -26.262 -8.910 -1.804 -16.708 -0.260 0.488 0.348 0.792 8.717 8.630 8.789 0.187 0.065 0.356
1000721 gdn -3.345 -0.236 2.9428 spec 2.9378 2.9478 -8.815 -9.061 -8.573 1.666 1.488 1.796 0.498 0.282 0.948 10.467 10.361 10.558 1.811 1.607 2.008
1001198 gdn -0.469 -0.979 2.0400 phot 1.3130 3.1510 -9.205 -9.334 -8.976 -1.024 -1.113 -0.885 1.200 0.695 1.557 8.183 8.094 8.251 0.175 0.090 0.305
1001281 gdn -2.799 0.213 6.9500 phot 6.8720 7.5090 -8.428 -8.642 -8.108 0.221 0.093 0.429 0.185 0.086 0.296 8.665 8.513 8.793 0.131 0.040 0.307
1001526 gdn -6.225 -3.528 4.9500 phot 4.9060 5.0950 -8.648 -8.855 -8.366 -0.050 -0.176 0.109 0.326 0.171 0.508 8.595 8.455 8.726 0.133 0.043 0.292
1001562 gdn -6.805 -3.083 4.4100 phot 4.3610 4.7230 -8.746 -8.954 -8.440 -0.165 -0.308 0.077 0.388 0.194 0.658 8.590 8.490 8.673 0.176 0.074 0.352
1001655 gdn -6.351 -3.210 4.7400 phot 4.5100 4.8040 -7.980 -7.991 -7.953 -0.595 -0.929 -0.107 0.005 0.003 0.020 7.568 7.385 7.862 0.338 0.247 0.492
1001698 gdn -6.304 -2.910 5.1700 phot 5.1220 5.1950 -7.975 -7.987 -7.955 -0.534 -0.789 -0.239 0.005 0.003 0.011 7.541 7.388 7.716 0.150 0.083 0.236
1001732 gdn -6.063 -2.582 6.5200 phot 6.1230 6.5720 -8.029 -8.411 -7.928 0.298 -0.060 0.493 0.069 0.029 0.181 8.415 8.241 8.639 0.185 0.075 0.358
1001921 gdn -6.374 -3.094 4.4100 phot 4.4100 4.7310 -7.981 -7.989 -7.961 -0.644 -0.857 -0.341 0.004 0.003 0.009 7.470 7.365 7.623 0.173 0.124 0.234
1002083 gdn -4.356 -4.295 3.8600 phot 3.6450 4.0260 -8.475 -8.561 -8.355 0.127 0.065 0.204 0.206 0.154 0.258 8.604 8.539 8.657 0.033 0.010 0.079
1002238 gdn -5.965 -2.678 4.9100 phot 4.8950 4.9870 -7.932 -7.961 -7.920 0.071 -0.147 0.245 0.036 0.023 0.054 8.023 7.888 8.153 0.046 0.020 0.083
1002265 gdn -0.297 -1.351 2.9500 phot 2.7380 3.3690 -8.581 -8.754 -8.380 -0.212 -0.336 -0.076 0.270 0.165 0.420 8.377 8.306 8.432 0.101 0.029 0.194
1002461 gdn -2.863 -4.493 4.0400 phot 0.8860 4.2490 -8.848 -8.985 -8.647 -0.061 -0.179 0.078 0.494 0.273 0.707 8.800 8.722 8.871 0.208 0.105 0.340
1002492 gdn -6.173 -3.062 4.7200 phot 4.4540 4.7810 -7.941 -7.959 -7.927 -0.231 -0.543 0.046 0.021 0.011 0.039 7.764 7.599 7.912 0.106 0.058 0.177
1002615 gdn -5.974 -3.086 4.7700 phot 4.4520 4.7970 -8.050 -8.252 -7.925 0.041 -0.136 0.175 0.074 0.040 0.122 8.126 7.998 8.256 0.126 0.067 0.215
1002707 gdn -3.061 0.073 2.9865 spec 2.9815 2.9915 -8.754 -9.055 -8.301 1.480 1.253 1.733 0.445 0.148 0.926 10.211 10.036 10.310 0.984 0.732 1.163
1002779 gdn -6.283 -3.202 0.6400 phot 0.6290 4.7290 -9.671 -16.060 -9.424 -2.487 -8.009 -2.372 3.218 1.855 4.591 7.191 7.035 7.445 0.493 0.254 0.814
1002843 gdn -4.118 -4.778 4.4100 phot 0.7440 4.5110 -8.460 -8.698 -8.159 -0.168 -0.333 0.010 0.191 0.099 0.364 8.287 8.158 8.421 0.192 0.088 0.317
1002889 gdn -6.228 -3.124 4.4000 phot 4.3700 4.7220 -7.943 -7.955 -7.931 0.224 -0.007 0.470 0.019 0.011 0.032 8.204 8.075 8.329 0.219 0.159 0.334
1002908 gdn -2.062 -1.013 5.2900 phot 4.9790 5.5620 -8.455 -8.700 -8.167 -0.293 -0.428 -0.127 0.196 0.096 0.348 8.185 8.024 8.318 0.069 0.019 0.168
1003205 gdn -6.393 -3.190 5.1781 spec 5.1731 5.1831 -7.994 -7.995 -7.991 -0.523 -0.618 -0.426 0.002 0.002 0.003 7.632 7.599 7.678 0.105 0.058 0.185
1003425 gdn -3.084 0.017 1.6900 phot 1.5930 1.7720 -9.298 -9.362 -9.110 1.224 1.164 1.334 1.647 1.030 1.912 10.511 10.446 10.555 1.583 1.430 1.807
1003541 gdn -2.636 0.184 1.1700 phot 1.1460 1.1980 -9.468 -9.574 -9.337 0.298 0.225 0.353 2.437 1.736 2.749 9.774 9.694 9.820 0.827 0.674 0.928
1003589 gdn -6.243 -3.152 4.9300 phot 4.9100 4.9780 -7.937 -7.993 -7.920 0.014 -0.255 0.216 0.038 0.022 0.062 8.001 7.833 8.148 0.056 0.024 0.108
1003591 gdn -0.662 -0.475 2.8100 phot 2.6560 2.9220 -8.809 -8.987 -8.616 0.686 0.554 0.803 0.457 0.292 0.730 9.494 9.410 9.560 0.240 0.158 0.324
1003845 gdn -6.277 -3.103 4.3300 phot 4.2960 4.3440 -7.951 -7.972 -7.935 -0.316 -0.629 -0.004 0.014 0.006 0.029 7.726 7.535 7.910 0.182 0.115 0.255
1003896 gdn -6.055 -2.843 4.3300 phot 4.2990 4.3420 -7.965 -7.977 -7.945 -0.369 -0.595 -0.106 0.008 0.005 0.016 7.676 7.538 7.874 0.139 0.093 0.205
1003984 gdn -0.343 -0.362 1.3688 spec 1.3638 1.3738 -9.374 -9.450 -9.141 -1.392 -1.446 -1.311 2.019 1.060 2.280 7.984 7.845 8.043 0.075 0.022 0.173
1004040 gdn -4.081 -4.058 0.9000 phot 0.8980 3.7240 -9.175 -9.547 -8.606 -1.552 -1.748 -1.257 1.255 0.319 3.018 7.583 7.352 7.804 0.223 0.075 0.410
1004228 gdn -2.918 0.139 4.0900 phot 3.9460 4.2610 -8.575 -8.890 -8.279 1.027 0.738 1.259 0.265 0.126 0.567 9.603 9.504 9.665 0.485 0.266 0.655
1004398 gdn -4.374 -4.625 4.1200 phot 4.0300 4.2720 -8.521 -8.667 -8.354 0.531 0.411 0.656 0.224 0.151 0.314 9.063 9.009 9.116 0.148 0.091 0.228
1004642 gdn -6.048 -3.231 4.3200 phot 4.2920 4.3490 -7.945 -8.091 -7.918 0.518 0.324 0.640 0.051 0.035 0.084 8.522 8.433 8.607 0.267 0.177 0.381
1004654 gdn -2.647 -0.721 4.7000 phot 4.5440 4.7620 -7.937 -7.950 -7.927 -0.250 -0.460 -0.033 0.022 0.014 0.031 7.743 7.597 7.873 0.027 0.009 0.055
1004693 gdn -3.011 0.107 2.9900 phot 2.9750 3.1110 -9.031 -9.112 -8.871 0.988 0.928 1.089 0.871 0.572 1.046 10.026 9.968 10.067 0.504 0.391 0.648
1004955 gdn -3.348 0.454 1.7300 phot 1.5630 1.8640 -9.058 -9.335 -8.760 -0.899 -0.996 -0.684 0.895 0.379 1.712 8.198 8.090 8.338 0.131 0.049 0.256
1005047 gdn -3.671 -4.398 4.4125 spec 4.4075 4.4175 -8.623 -8.787 -8.355 0.088 0.000 0.237 0.314 0.160 0.476 8.716 8.581 8.809 0.088 0.029 0.170
1005126 gdn -6.231 -3.237 4.2400 phot 4.0100 4.2750 -7.939 -7.992 -7.926 -0.226 -0.528 0.008 0.031 0.018 0.061 7.765 7.596 7.931 0.165 0.097 0.254
1005147 gdn -2.717 0.144 3.3991 spec 3.3941 3.4041 -8.860 -9.047 -8.544 0.684 0.557 0.888 0.561 0.247 0.895 9.544 9.429 9.605 0.468 0.286 0.658
1005199 gdn -3.099 -0.098 2.9800 phot 2.9770 3.3920 -9.076 -9.176 -8.943 0.889 0.803 0.979 0.951 0.678 1.091 9.966 9.916 10.007 0.626 0.501 0.783
1005516 gdn -2.487 0.179 1.0700 phot 0.8250 1.0860 -9.519 -9.753 -9.429 0.202 0.035 0.263 2.788 2.351 3.110 9.732 9.690 9.782 1.208 1.042 1.410
1005572 gdn -3.026 0.185 4.7717 spec 4.7667 4.7767 -8.531 -8.670 -8.351 0.880 0.767 1.022 0.231 0.159 0.327 9.427 9.370 9.483 0.382 0.274 0.537
1005656 gdn -0.296 -1.522 2.0500 phot 1.3550 3.4280 -9.298 -13.607 -8.955 -1.449 -4.963 -1.239 1.415 0.703 1.909 7.850 7.705 8.023 0.264 0.101 0.533
1005744 gdn -5.963 -2.623 4.3100 phot 4.1140 4.3250 -7.944 -8.113 -7.924 -0.347 -0.701 -0.157 0.044 0.022 0.091 7.681 7.485 7.844 0.167 0.076 0.251
1005780 gdn -3.201 -0.135 2.3300 phot 2.1320 2.3220 -9.086 -9.225 -8.896 0.958 0.859 1.069 0.989 0.612 1.383 10.046 9.966 10.104 1.558 1.387 1.753
1005786 gdn -2.799 -4.419 3.3800 phot 3.1440 3.4330 -8.794 -8.993 -8.541 0.332 0.224 0.490 0.480 0.263 0.812 9.137 9.043 9.218 0.208 0.117 0.381
1005889 gdn -6.069 -2.845 4.2900 phot 4.0530 4.3290 -8.408 -8.774 -8.045 -0.443 -0.658 -0.228 0.180 0.072 0.409 8.018 7.808 8.184 0.204 0.075 0.377
1006121 gdn -7.018 -2.604 4.8400 phot 4.1960 5.2130 -11.431 -33.502 -8.839 -2.624 -24.563 -0.099 0.450 0.281 0.658 8.775 8.660 8.892 0.266 0.072 0.563
1006370 gdn -3.405 -4.694 1.8600 phot 1.7500 3.5480 -16.053 -62.147 -9.314 -6.004 -51.903 -0.709 2.084 1.376 2.854 8.728 8.591 8.816 0.267 0.085 0.585
1006476 gdn -0.283 -1.573 2.9798 spec 2.9748 2.9848 -8.777 -8.941 -8.576 0.525 0.402 0.650 0.464 0.285 0.704 9.302 9.226 9.371 0.205 0.118 0.327
1006637 gdn -6.357 -3.388 4.8100 phot 4.4800 4.8380 -8.373 -8.679 -8.110 0.052 -0.106 0.210 0.172 0.088 0.351 8.433 8.298 8.617 0.138 0.059 0.258
1006686 gdn -3.457 -4.672 3.5600 phot 3.1910 3.6570 -8.501 -8.966 -8.240 1.656 1.359 1.798 0.240 0.123 0.756 10.174 10.044 10.336 0.875 0.614 1.050
1006749 gdn -1.275 -0.212 3.1600 phot 2.8720 3.5790 -8.915 -9.074 -8.672 0.167 0.071 0.314 0.626 0.348 0.979 9.082 8.991 9.146 0.145 0.056 0.265
1006852 gdn -5.979 -2.918 4.3500 phot 4.2990 4.3730 -8.116 -8.392 -7.940 -0.394 -0.566 -0.251 0.087 0.046 0.171 7.763 7.616 7.933 0.102 0.035 0.191
1007003 gdn -0.611 -1.501 2.0000 phot 0.9930 3.6120 -10.019 -27.377 -9.097 -1.722 -17.824 -0.940 1.438 0.696 2.008 8.254 8.154 8.369 0.277 0.085 0.602
1007116 gdn -6.166 -2.978 3.9800 phot 3.9470 4.2640 -7.936 -8.049 -7.920 -0.243 -0.441 -0.125 0.046 0.031 0.072 7.721 7.597 7.857 0.025 0.008 0.061
1007191 gdn -6.240 -3.244 4.6900 phot 4.4290 4.7420 -7.933 -7.943 -7.923 0.310 0.116 0.511 0.029 0.020 0.042 8.280 8.195 8.378 0.253 0.169 0.327
1007345 gdn -2.573 0.173 1.1700 phot 1.1330 1.2700 -9.611 -14.576 -9.428 0.413 -2.983 0.555 2.563 2.077 2.889 10.011 9.969 10.083 1.203 0.834 1.369
1007411 gdn -3.135 0.174 2.4400 phot 1.6720 2.7420 -8.967 -9.209 -8.619 -1.267 -1.426 -1.036 0.695 0.292 1.181 7.700 7.577 7.808 0.109 0.036 0.265
1007603 gdn -0.244 -0.967 2.4861 spec 2.4811 2.4911 -8.557 -8.754 -8.358 -0.601 -0.715 -0.459 0.272 0.156 0.422 7.962 7.889 8.043 0.070 0.024 0.142
1007651 gdn -5.911 -2.855 5.1700 phot 5.1100 5.1950 -7.957 -7.982 -7.937 -0.487 -0.901 -0.106 0.011 0.004 0.026 7.562 7.309 7.801 0.161 0.087 0.270
1007804 gdn -5.969 -2.703 4.8300 phot 4.5400 4.8550 -8.052 -8.289 -7.924 0.219 0.065 0.349 0.073 0.045 0.138 8.316 8.177 8.453 0.082 0.027 0.160
1007808 gdn -2.916 0.109 1.5200 phot 1.5190 1.8640 -42.817 -186.017 -16.041 -32.279 -151.701 -5.244 3.353 2.855 3.712 10.361 10.315 10.416 0.552 0.437 0.686
1007878 gdn -6.307 -3.142 4.3500 phot 4.2990 4.6020 -7.932 -7.963 -7.919 -0.206 -0.464 -0.015 0.035 0.022 0.055 7.768 7.617 7.891 0.077 0.032 0.145
1007948 gdn -3.161 -0.110 2.9795 spec 2.9745 2.9845 -8.958 -13.614 -8.595 0.855 -4.179 1.084 0.540 0.286 0.936 9.817 9.702 9.898 0.804 0.400 1.062
1008013 gdn -2.926 -4.483 3.4725 spec 3.4675 3.4775 -8.418 -8.530 -8.285 1.128 1.042 1.225 0.176 0.128 0.233 9.559 9.514 9.607 0.250 0.191 0.317
1008348 gdn -3.975 -4.367 3.6700 phot 1.7440 3.7270 -8.822 -9.051 -8.515 -0.457 -0.628 -0.207 0.480 0.226 0.821 8.357 8.258 8.466 0.272 0.107 0.451
1008469 gdn -6.237 -3.434 4.4600 phot 4.4380 4.7370 -7.954 -8.166 -7.921 0.279 0.047 0.416 0.052 0.032 0.098 8.297 8.184 8.413 0.227 0.128 0.325
1008481 gdn -0.735 -1.756 3.3100 phot 3.1580 3.3570 -8.709 -8.960 -8.446 0.273 0.134 0.414 0.387 0.207 0.758 8.981 8.865 9.085 0.171 0.084 0.294
1008552 gdn -4.022 -4.734 3.9400 phot 3.8940 4.1560 -8.509 -8.682 -8.322 -0.181 -0.294 -0.049 0.218 0.143 0.342 8.341 8.256 8.417 0.078 0.031 0.154
1008562 gdn -6.258 -3.050 4.2600 phot 3.9710 4.2480 -8.316 -8.559 -8.011 -0.278 -0.432 -0.108 0.141 0.065 0.256 8.049 7.918 8.185 0.145 0.067 0.283
1008690 gdn -3.375 0.369 1.6500 phot 1.6400 1.8660 -8.390 -8.506 -8.260 -0.565 -0.629 -0.484 0.171 0.123 0.223 7.838 7.787 7.886 0.041 0.015 0.089
1008727 gdn -1.005 -1.026 2.7592 spec 2.7542 2.7642 -10.551 -20.433 -8.991 -1.558 -12.328 0.078 0.443 0.303 0.830 9.103 9.037 9.156 0.192 0.070 0.341
1008733 gdn -6.147 -3.105 4.7000 phot 4.5200 4.7810 -7.935 -7.968 -7.920 0.187 -0.047 0.384 0.035 0.023 0.054 8.169 8.047 8.273 0.095 0.047 0.152
1008908 gdn -4.402 -4.487 3.5100 phot 3.3840 4.2680 -8.956 -9.068 -8.752 -0.669 -0.752 -0.525 0.663 0.416 0.854 8.278 8.196 8.357 0.098 0.028 0.229
