#ID field umap_x umap_y z z_type z_16 z_84 ssfr_50 ssfr_16 ssfr_84 SFR_100_50 SFR_100_16 SFR_100_84 mwa_50 mwa_16 mwa_84 mstar_50 mstar_16 mstar_84 AV_50 AV_16 AV_84
57280 gds -1.848 -0.418 3.0600 phot 2.9600 3.1800 -8.889 -9.056 -8.658 1.036 0.924 1.176 0.597 0.346 0.931 9.928 9.847 9.986 0.285 0.187 0.417
57356 gds -3.419 0.191 4.2700 phot 3.6130 4.3350 -7.931 -7.941 -7.921 1.517 1.278 1.742 0.018 0.013 0.026 9.519 9.424 9.600 2.171 1.941 2.359
58233 gds -6.260 -3.277 4.3100 phot 4.2590 4.8880 -8.816 -8.984 -8.414 -0.550 -0.706 -0.242 0.457 0.186 0.696 8.266 8.137 8.356 0.266 0.102 0.490
59164 gds -6.144 -3.142 4.8600 phot 4.5480 4.8610 -7.942 -7.979 -7.927 -0.379 -0.707 -0.125 0.027 0.014 0.057 7.609 7.446 7.772 0.199 0.124 0.307
59851 gds -6.323 -3.281 4.7700 phot 4.4010 4.8010 -7.933 -8.003 -7.921 0.319 0.104 0.466 0.041 0.027 0.063 8.290 8.199 8.389 0.204 0.117 0.295
60651 gds -6.049 -2.860 4.4300 phot 4.1350 4.6460 -7.930 -7.960 -7.921 -0.064 -0.249 0.102 0.034 0.025 0.052 7.901 7.807 7.996 0.085 0.045 0.138
62647 gds -3.733 -3.977 4.1200 phot 3.8910 4.2050 -8.350 -8.520 -8.131 0.560 0.428 0.704 0.147 0.090 0.231 8.915 8.841 8.975 0.131 0.074 0.206
63456 gds -0.648 -1.830 3.2900 phot 3.1010 3.3410 -7.952 -8.113 -7.919 0.525 0.330 0.644 0.052 0.033 0.091 8.517 8.433 8.637 0.568 0.457 0.685
64131 gds -5.947 -2.896 4.2400 phot 1.4610 5.5960 -8.518 -8.825 -8.203 -0.311 -0.521 -0.091 0.228 0.108 0.491 8.237 8.100 8.361 0.195 0.077 0.351
65030 gds -5.968 -2.957 4.2200 phot 4.0100 4.3020 -7.950 -8.146 -7.919 -0.107 -0.310 0.011 0.051 0.035 0.093 7.890 7.816 7.994 0.173 0.100 0.280
65349 gds -0.142 -1.242 3.1500 phot 3.0950 3.3830 -8.378 -8.584 -8.109 0.539 0.409 0.701 0.163 0.085 0.269 8.922 8.836 9.002 0.148 0.090 0.228
65406 gds -6.260 -3.106 4.6600 phot 4.5550 4.7200 -7.992 -7.994 -7.988 -0.743 -0.854 -0.602 0.002 0.002 0.003 7.407 7.336 7.492 0.126 0.082 0.189
65586 gds -6.313 -3.093 4.2300 phot 4.0010 4.2560 -7.975 -8.236 -7.929 -0.498 -0.843 -0.333 0.058 0.023 0.119 7.555 7.325 7.732 0.128 0.043 0.228
65956 gds -2.612 0.479 1.3400 phot 1.2450 1.3710 -8.692 -8.928 -8.529 1.084 0.904 1.232 0.346 0.233 0.614 9.784 9.752 9.846 0.658 0.492 0.809
66466 gds -6.328 -3.107 5.1700 phot 5.1180 5.1910 -7.988 -7.994 -7.968 -1.052 -1.291 -0.709 0.003 0.002 0.007 7.076 6.975 7.276 0.173 0.105 0.269
67704 gds -0.931 -0.673 2.9800 phot 1.6690 3.3670 -8.371 -8.644 -8.086 -0.412 -0.580 -0.225 0.164 0.082 0.327 7.986 7.871 8.076 0.163 0.068 0.328
67828 gds -4.183 -4.205 4.0100 phot 3.4120 4.3870 -8.665 -8.991 -8.360 -0.414 -0.648 -0.163 0.306 0.156 0.687 8.259 8.156 8.362 0.265 0.119 0.454
68648 gds -0.696 -1.190 3.0300 phot 1.7960 3.5550 -8.805 -9.034 -8.530 -0.388 -0.542 -0.242 0.451 0.238 0.759 8.422 8.302 8.511 0.220 0.122 0.354
72204 gds -6.140 -3.150 4.3400 phot 4.1050 4.6770 -8.400 -8.568 -8.195 -0.354 -0.473 -0.214 0.167 0.105 0.263 8.048 7.969 8.125 0.099 0.039 0.176
72633 gds -6.165 -3.003 4.7800 phot 4.3030 4.7790 -7.977 -7.986 -7.957 -0.759 -0.984 -0.449 0.005 0.003 0.011 7.347 7.248 7.492 0.284 0.203 0.382
72900 gds -2.932 -4.504 3.9200 phot 3.6890 4.1060 -8.365 -8.638 -8.005 -0.200 -0.382 0.037 0.163 0.075 0.291 8.255 8.165 8.319 0.133 0.058 0.239
73071 gds -6.350 -3.190 4.2300 phot 4.1720 4.3050 -7.992 -7.994 -7.991 -1.227 -1.294 -1.145 0.002 0.002 0.003 6.928 6.882 6.977 0.231 0.141 0.329
73080 gds -3.820 -4.132 0.9500 phot 0.8510 4.1970 -9.387 -9.739 -9.056 -1.970 -2.217 -1.830 1.835 0.894 3.064 7.421 7.256 7.574 0.213 0.074 0.395
73159 gds -0.106 -0.803 3.4600 phot 3.0580 3.5910 -7.902 -7.927 -7.895 0.872 0.021 1.376 0.060 0.048 0.079 9.031 9.001 9.055 0.165 0.061 0.268
73181 gds -6.487 -2.766 5.1700 phot 5.0830 5.2000 -8.550 -8.801 -8.269 -0.032 -0.172 0.115 0.260 0.135 0.483 8.510 8.374 8.635 0.165 0.075 0.288
73338 gds -2.773 0.112 4.2300 phot 3.0960 4.4920 -13.603 -33.987 -8.965 -4.794 -22.096 -0.267 0.263 0.183 0.320 8.809 8.733 8.870 0.117 0.034 0.343
73620 gds -0.890 -0.585 3.0100 phot 1.9290 3.7580 -8.515 -8.731 -8.278 -0.505 -0.657 -0.338 0.230 0.133 0.377 8.014 7.930 8.089 0.135 0.068 0.220
73882 gds -6.280 -3.269 4.3200 phot 4.3230 4.8240 -8.225 -8.412 -7.998 -0.135 -0.252 0.010 0.115 0.063 0.183 8.111 8.020 8.208 0.081 0.031 0.174
74293 gds -1.462 -0.394 3.1100 phot 2.9800 3.3750 -8.903 -9.080 -8.679 0.015 -0.096 0.170 0.620 0.360 0.956 8.927 8.840 8.998 0.171 0.081 0.293
74677 gds -2.370 -0.436 0.6600 phot 0.8280 4.6940 -9.598 -15.951 -9.273 -2.831 -9.798 -2.701 3.198 1.419 4.934 6.771 6.557 7.129 0.231 0.090 0.483
75237 gds -6.296 -3.108 4.6700 phot 4.4430 4.7750 -7.953 -8.203 -7.926 -0.256 -0.545 -0.105 0.050 0.026 0.109 7.776 7.608 7.925 0.157 0.062 0.262
75287 gds -0.753 -1.663 0.4700 phot 0.4210 0.7920 -12.405 -75.832 -9.674 -4.734 -68.974 -2.565 4.827 3.496 6.863 7.370 7.093 7.569 1.747 1.399 2.066
75426 gds -0.951 -0.146 0.4700 phot 0.4380 4.1530 -9.670 -10.086 -9.438 -2.717 -2.983 -2.637 3.701 2.207 4.842 6.943 6.788 7.091 1.932 1.500 2.333
75446 gds -3.415 0.168 5.6600 phot 5.5010 5.9290 -9.270 -9.780 -8.869 0.785 0.223 1.184 0.579 0.468 0.699 10.033 9.974 10.082 0.573 0.247 0.863
75475 gds -6.193 -2.588 5.2100 phot 4.1440 5.3780 -8.631 -8.767 -8.418 -0.207 -0.306 -0.069 0.297 0.174 0.414 8.416 8.328 8.533 0.067 0.023 0.163
75708 gds -6.167 -3.014 4.8400 phot 4.6340 4.8510 -7.937 -7.946 -7.924 -0.240 -0.453 -0.020 0.027 0.018 0.042 7.743 7.624 7.849 0.110 0.062 0.157
76063 gds -6.260 -3.115 4.8600 phot 4.2840 4.8570 -7.929 -7.979 -7.917 0.332 0.089 0.504 0.040 0.026 0.059 8.307 8.197 8.413 0.106 0.054 0.201
77159 gds -3.076 -0.134 9.2600 phot 9.1570 10.9400 -8.325 -8.541 -7.932 1.002 0.845 1.275 0.151 0.044 0.247 9.349 9.224 9.456 0.204 0.114 0.385
77539 gds -6.083 -3.108 4.3700 phot 4.2370 4.6000 -7.936 -8.012 -7.923 0.193 -0.046 0.364 0.037 0.024 0.065 8.176 8.044 8.299 0.210 0.134 0.333
78450 gds -5.919 -2.803 4.6200 phot 4.4090 4.7440 -8.009 -8.227 -7.924 0.301 0.102 0.440 0.066 0.037 0.119 8.372 8.267 8.476 0.141 0.065 0.222
78711 gds -0.645 -0.552 2.9400 phot 2.8700 3.0680 -8.768 -8.964 -8.576 0.072 -0.068 0.177 0.428 0.264 0.737 8.842 8.758 8.908 0.191 0.115 0.282
79117 gds -1.724 -0.535 3.6700 phot 3.1440 3.8940 -8.154 -8.422 -7.945 0.143 -0.031 0.319 0.095 0.052 0.175 8.332 8.254 8.435 0.259 0.180 0.395
79400 gds -6.272 -3.124 0.5600 phot 0.4820 4.3370 -14.862 -72.304 -9.560 -7.208 -61.201 -2.420 5.000 2.721 6.862 7.558 7.138 7.711 1.260 0.930 1.597
79535 gds -6.365 -3.206 5.1800 phot 5.0910 5.1980 -7.940 -8.078 -7.925 0.096 -0.185 0.274 0.041 0.022 0.079 8.069 7.911 8.238 0.157 0.094 0.242
79874 gds -2.888 -4.528 3.6800 phot 3.1330 3.7610 -8.716 -8.921 -8.495 -0.198 -0.345 -0.082 0.365 0.213 0.623 8.519 8.410 8.594 0.225 0.128 0.326
80398 gds -2.945 -4.515 3.2400 phot 1.6540 3.8910 -8.845 -9.087 -8.469 -0.510 -0.694 -0.254 0.493 0.200 0.870 8.327 8.210 8.428 0.237 0.108 0.431
80430 gds -6.266 -3.140 4.0100 phot 3.9910 4.2580 -7.946 -7.964 -7.933 -0.064 -0.332 0.204 0.020 0.011 0.040 7.928 7.734 8.114 0.120 0.077 0.171
80644 gds -6.167 -3.079 4.3000 phot 3.9080 4.4990 -8.131 -8.433 -7.958 -0.111 -0.292 0.044 0.090 0.055 0.185 8.076 7.961 8.200 0.168 0.070 0.317
80671 gds -6.218 -3.082 4.3300 phot 4.0590 4.3450 -7.939 -8.009 -7.924 -0.459 -0.724 -0.266 0.035 0.020 0.065 7.519 7.381 7.667 0.158 0.091 0.233
80690 gds -6.114 -2.644 4.7900 phot 4.6250 4.8200 -7.975 -8.167 -7.923 -0.240 -0.420 -0.124 0.057 0.036 0.099 7.794 7.663 7.920 0.076 0.023 0.137
80703 gds -6.921 -2.736 5.1200 phot 4.9380 5.2580 -8.439 -8.767 -8.074 -0.018 -0.242 0.196 0.184 0.080 0.414 8.429 8.268 8.574 0.243 0.110 0.421
80772 gds -3.100 -3.796 3.8000 phot 3.2810 3.8630 -8.396 -8.542 -8.223 0.830 0.717 0.952 0.166 0.110 0.233 9.236 9.175 9.294 0.149 0.101 0.215
81114 gds -5.942 -2.985 4.4700 phot 4.3510 4.7250 -7.947 -8.136 -7.925 -0.255 -0.590 -0.079 0.045 0.023 0.095 7.761 7.567 7.918 0.129 0.053 0.238
81293 gds -6.106 -2.799 4.9900 phot 4.9170 5.0610 -7.938 -8.160 -7.918 -0.090 -0.340 0.038 0.048 0.029 0.101 7.891 7.729 8.070 0.057 0.020 0.108
81376 gds -6.327 -3.191 0.6600 phot 0.6650 4.7070 -9.599 -9.991 -9.342 -1.960 -2.296 -1.859 3.274 1.556 4.023 7.647 7.452 7.757 0.440 0.254 0.627
82191 gds -0.494 -1.554 3.2100 phot 3.0820 3.3370 -8.665 -8.894 -8.460 0.191 0.055 0.306 0.352 0.214 0.618 8.856 8.763 8.955 0.166 0.092 0.259
82283 gds -2.669 -4.440 3.7500 phot 3.4490 3.7730 -8.440 -8.538 -8.328 0.896 0.816 0.978 0.183 0.145 0.230 9.341 9.297 9.379 0.174 0.128 0.245
82383 gds -0.568 -0.183 2.9100 phot 2.0960 2.9850 -8.221 -8.420 -7.919 0.401 0.143 0.658 0.112 0.068 0.173 8.723 8.656 8.784 0.324 0.229 0.476
83011 gds -6.229 -2.999 4.3300 phot 4.3140 4.7070 -7.975 -7.982 -7.958 -0.508 -0.692 -0.249 0.005 0.004 0.010 7.565 7.463 7.669 0.142 0.074 0.216
83121 gds -6.343 -3.200 4.9200 phot 4.8980 4.9900 -7.942 -7.978 -7.924 -0.352 -0.691 -0.073 0.028 0.013 0.057 7.656 7.380 7.851 0.076 0.033 0.144
83283 gds -6.228 -2.850 4.8400 phot 4.7250 4.9950 -7.954 -8.132 -7.919 0.802 0.598 0.928 0.052 0.036 0.091 8.812 8.722 8.908 0.218 0.131 0.316
83296 gds -5.933 -3.069 4.8700 phot 4.2030 4.8900 -8.473 -8.714 -8.193 -0.144 -0.305 0.065 0.201 0.107 0.375 8.345 8.227 8.483 0.160 0.064 0.347
83383 gds -7.110 -2.670 4.7000 phot 4.3570 4.7930 -8.845 -8.928 -8.655 0.115 0.024 0.236 0.547 0.330 0.633 8.951 8.879 9.004 0.182 0.109 0.288
83451 gds -6.253 -3.184 4.3300 phot 4.2950 4.5160 -7.987 -7.992 -7.981 -0.789 -0.913 -0.637 0.003 0.002 0.004 7.330 7.255 7.406 0.110 0.080 0.172
83770 gds -0.644 -1.317 2.9000 phot 1.6990 3.0870 -7.941 -7.951 -7.936 -0.103 -0.258 0.023 0.026 0.017 0.036 7.860 7.769 7.945 0.366 0.291 0.453
84884 gds -6.223 -2.499 4.8500 phot 4.6990 5.1970 -8.393 -8.535 -8.198 0.360 0.258 0.482 0.167 0.102 0.238 8.760 8.671 8.838 0.086 0.035 0.156
85314 gds -0.621 -1.212 3.6700 phot 2.9790 3.6820 -8.196 -8.409 -8.018 0.469 0.319 0.596 0.107 0.067 0.192 8.686 8.630 8.758 0.219 0.138 0.290
85412 gds -0.712 -0.864 2.9800 phot 0.3700 3.3580 -30.138 -71.772 -15.313 -19.560 -63.857 -6.397 0.662 0.531 0.817 8.754 8.715 8.786 0.072 0.020 0.157
85432 gds -1.257 -0.645 0.7900 phot 0.7420 1.3510 -18.022 -77.633 -9.592 -10.325 -76.101 -2.161 4.260 2.909 5.613 7.755 7.427 7.901 0.130 0.035 0.299
85438 gds -6.267 -3.112 4.8400 phot 4.7080 4.8530 -7.980 -7.989 -7.954 -0.695 -0.953 -0.409 0.004 0.003 0.011 7.382 7.244 7.560 0.132 0.091 0.183
85547 gds -0.749 -0.797 3.7700 phot 2.5420 3.9040 -8.844 -11.270 -8.428 -0.040 -2.320 0.324 0.182 0.138 0.297 8.845 8.774 8.892 0.247 0.067 0.422
86199 gds -0.888 -0.343 2.7800 phot 2.5540 2.9050 -9.067 -9.147 -8.800 0.128 0.072 0.272 0.995 0.468 1.153 9.197 9.092 9.234 0.194 0.111 0.302
86470 gds -6.197 -3.082 4.3600 phot 4.0560 4.5210 -7.961 -7.971 -7.945 -0.325 -0.519 -0.091 0.009 0.006 0.016 7.709 7.608 7.832 0.148 0.096 0.237
86550 gds -6.314 -3.003 5.1600 phot 5.1350 5.1860 -7.991 -7.994 -7.988 -0.665 -0.766 -0.569 0.003 0.002 0.003 7.469 7.420 7.524 0.208 0.155 0.274
86568 gds -3.686 0.595 6.2000 phot 4.5230 6.5670 -8.240 -8.544 -7.947 0.040 -0.095 0.221 0.115 0.053 0.246 8.332 8.159 8.510 0.098 0.034 0.200
86606 gds -3.087 0.025 1.6800 phot 1.3820 2.0420 -9.308 -9.378 -9.162 1.312 1.254 1.388 1.796 1.262 1.959 10.620 10.563 10.657 1.607 1.482 1.747
86727 gds -2.758 -4.495 3.7100 phot 3.1870 3.8890 -8.345 -8.641 -8.076 0.118 -0.092 0.294 0.152 0.078 0.300 8.480 8.385 8.568 0.224 0.093 0.372
87126 gds -6.362 -3.206 4.7200 phot 4.5450 4.7740 -7.984 -7.991 -7.969 -0.897 -1.101 -0.680 0.004 0.003 0.007 7.197 7.083 7.335 0.202 0.137 0.274
87204 gds -6.293 -3.731 2.7100 phot 1.7090 2.7620 -8.988 -9.132 -8.710 0.112 0.027 0.268 0.813 0.382 1.122 9.106 8.995 9.166 0.075 0.023 0.173
87219 gds -0.237 -1.086 1.8500 phot 0.7850 3.7520 -9.147 -9.331 -8.766 -1.220 -1.322 -0.988 1.103 0.420 1.708 7.923 7.791 8.020 0.131 0.046 0.250
87368 gds -0.658 -1.403 3.8400 phot 3.2520 3.9500 -8.028 -8.476 -7.899 0.639 0.186 1.191 0.084 0.053 0.195 9.052 9.004 9.087 0.219 0.137 0.376
87623 gds -6.968 -2.924 0.9400 phot 0.7970 1.0530 -9.399 -9.520 -9.190 -0.013 -0.084 0.092 2.197 1.276 3.006 9.385 9.284 9.447 0.179 0.089 0.283
88371 gds -6.215 -3.144 4.2400 phot 4.0180 4.2480 -7.931 -7.965 -7.921 -0.030 -0.231 0.136 0.035 0.024 0.053 7.925 7.827 8.026 0.229 0.147 0.315
88481 gds -3.329 0.038 6.2900 phot 3.9550 6.3990 -8.740 -8.984 -8.523 1.599 1.341 1.812 0.369 0.222 0.444 10.325 10.251 10.403 0.863 0.629 1.100
88714 gds -0.570 -1.249 3.9200 phot 0.7050 4.0640 -8.324 -8.493 -8.067 -0.177 -0.300 -0.042 0.141 0.075 0.215 8.140 8.034 8.225 0.095 0.050 0.156
89254 gds -2.422 -4.357 3.4100 phot 3.2220 3.6600 -8.596 -8.812 -8.030 -0.443 -0.689 -0.121 0.269 0.088 0.454 8.204 8.151 8.276 0.151 0.081 0.234
89879 gds -3.277 -4.681 3.3100 phot 3.1310 3.3640 -8.683 -8.951 -8.479 0.915 0.731 1.030 0.364 0.219 0.710 9.606 9.519 9.694 0.537 0.387 0.670
89920 gds -6.272 -3.159 4.4300 phot 4.4450 4.7670 -7.982 -7.987 -7.973 -0.836 -0.981 -0.666 0.004 0.003 0.006 7.237 7.158 7.336 0.337 0.244 0.435
90037 gds -5.962 -2.986 4.3500 phot 4.1910 4.3540 -7.937 -7.945 -7.929 0.245 0.085 0.419 0.022 0.016 0.030 8.222 8.126 8.305 0.182 0.122 0.245
90216 gds -6.186 -3.040 4.4700 phot 4.4570 4.6680 -7.954 -7.970 -7.940 -0.517 -0.756 -0.269 0.011 0.007 0.020 7.496 7.368 7.640 0.131 0.077 0.202
90305 gds -1.428 -1.096 2.8500 phot 1.4850 3.9040 -8.676 -8.936 -8.365 -0.934 -1.117 -0.721 0.337 0.162 0.649 7.734 7.647 7.841 0.156 0.050 0.304
90476 gds -6.112 -3.474 0.8200 phot 0.8290 5.4710 -13.639 -72.714 -9.491 -6.262 -78.996 -2.002 3.627 2.175 5.086 7.743 7.496 7.954 0.843 0.556 1.086
91317 gds -1.409 -0.699 5.3800 phot 4.3820 5.4900 -8.410 -8.593 -8.191 -0.034 -0.154 0.137 0.175 0.102 0.261 8.386 8.282 8.484 0.108 0.036 0.233
91537 gds -5.968 -2.808 4.4900 phot 4.1110 4.7510 -8.073 -8.418 -7.928 -0.168 -0.375 -0.007 0.079 0.039 0.180 7.997 7.828 8.165 0.133 0.056 0.241
91750 gds -6.358 -3.252 5.0700 phot 5.0430 5.1660 -7.959 -7.983 -7.940 -0.524 -0.895 -0.189 0.010 0.004 0.022 7.551 7.328 7.742 0.169 0.118 0.274
91826 gds -6.936 -2.847 5.0600 phot 5.0240 5.1770 -7.943 -7.958 -7.929 0.011 -0.256 0.319 0.017 0.011 0.041 8.010 7.892 8.184 0.321 0.228 0.451
91972 gds -6.255 -3.146 4.8200 phot 4.6680 4.8460 -8.029 -8.316 -7.925 -0.132 -0.365 0.020 0.069 0.033 0.142 7.965 7.776 8.173 0.099 0.034 0.186
92339 gds -3.162 -4.606 3.5680 spec 3.5630 3.5730 -8.929 -11.853 -8.649 -0.235 -3.141 0.158 0.233 0.150 0.443 8.851 8.797 8.904 0.166 0.068 0.254
92369 gds -2.505 0.367 1.7400 phot 1.7000 1.9220 -9.338 -9.380 -9.207 0.066 0.028 0.131 1.752 1.219 1.868 9.398 9.333 9.431 0.332 0.249 0.438
93381 gds -6.188 -3.067 4.3300 phot 4.2810 4.7250 -7.961 -7.979 -7.937 -0.571 -0.901 -0.144 0.010 0.005 0.029 7.487 7.354 7.737 0.181 0.099 0.290
93443 gds -3.067 -4.593 3.4900 phot 3.3690 3.8240 -8.727 -8.867 -8.610 0.275 0.172 0.355 0.374 0.268 0.523 9.018 8.962 9.070 0.201 0.143 0.271
94007 gds -3.102 -4.572 1.0000 phot 0.9370 4.1340 -24.512 -90.726 -13.273 -17.177 -84.629 -5.411 4.264 3.586 4.953 8.332 8.228 8.399 0.479 0.261 0.777
95278 gds -6.277 -3.321 4.4786 spec 4.4736 4.4836 -7.931 -7.938 -7.920 0.696 0.527 0.877 0.030 0.022 0.046 8.647 8.586 8.762 0.405 0.315 0.479
95357 gds -0.661 -1.627 3.4400 phot 3.2120 3.6070 -8.661 -8.843 -8.496 0.440 0.321 0.538 0.341 0.229 0.553 9.115 9.040 9.196 0.194 0.117 0.279
95615 gds -5.963 -2.667 4.7630 spec 4.7580 4.7680 -7.959 -7.966 -7.950 0.597 0.451 0.731 0.010 0.007 0.013 8.603 8.546 8.659 0.202 0.140 0.262
96357 gds -3.733 -4.459 3.7100 phot 3.6140 3.8950 -9.003 -9.056 -8.930 1.014 0.978 1.064 0.744 0.607 0.833 10.020 9.978 10.064 0.107 0.066 0.178
96510 gds -0.336 -1.454 3.0300 phot 2.9830 3.1780 -8.514 -8.693 -8.268 0.299 0.187 0.478 0.235 0.127 0.362 8.816 8.727 8.890 0.196 0.126 0.305
97076 gds -6.195 -3.052 4.8000 phot 4.6570 4.8310 -7.945 -7.959 -7.932 -0.437 -0.689 -0.180 0.016 0.010 0.029 7.552 7.408 7.703 0.090 0.047 0.164
97211 gds -0.714 -1.621 3.1600 phot 3.1160 3.2640 -8.605 -8.908 -8.325 0.358 0.149 0.512 0.294 0.152 0.644 8.952 8.833 9.069 0.289 0.148 0.414
97416 gds -2.352 0.333 2.0400 phot 2.0480 2.2270 -9.032 -9.223 -8.806 0.540 0.441 0.704 0.806 0.463 1.286 9.578 9.517 9.665 0.445 0.321 0.670
97423 gds -6.291 -2.897 5.1300 phot 5.0920 5.1740 -7.947 -7.969 -7.932 -0.399 -0.771 -0.064 0.016 0.007 0.034 7.635 7.389 7.832 0.112 0.060 0.178
98042 gds -6.227 -3.059 5.2200 phot 4.3040 5.2600 -8.444 -8.745 -7.907 -0.179 -0.629 0.237 0.151 0.076 0.335 8.378 8.276 8.486 0.144 0.056 0.259
98498 gds -6.338 -3.098 5.0300 phot 4.9800 5.1000 -7.939 -7.952 -7.926 -0.050 -0.293 0.185 0.022 0.014 0.041 7.920 7.813 8.096 0.174 0.110 0.281
99236 gds -2.738 -4.460 3.7300 phot 3.3720 3.7860 -8.274 -8.498 -8.015 -0.242 -0.380 -0.080 0.133 0.066 0.223 8.066 7.962 8.153 0.221 0.125 0.334
99595 gds -3.346 -4.664 3.7100 phot 3.5580 4.0310 -8.473 -8.638 -8.247 1.231 1.101 1.397 0.200 0.121 0.299 9.704 9.637 9.758 0.301 0.200 0.411
99816 gds -6.324 -3.077 5.1600 phot 5.1000 5.1860 -7.992 -7.995 -7.988 -0.911 -1.021 -0.784 0.002 0.002 0.003 7.237 7.185 7.293 0.128 0.079 0.224
100351 gds -6.183 -2.626 5.3600 phot 5.0920 5.3950 -8.441 -8.569 -8.286 -0.213 -0.286 -0.125 0.184 0.129 0.258 8.246 8.155 8.317 0.054 0.016 0.103
100640 gds -6.452 -2.763 4.9200 phot 1.6430 5.1060 -8.852 -12.351 -8.509 -0.269 -3.627 0.024 0.329 0.193 0.536 8.601 8.477 8.710 0.328 0.120 0.581
101021 gds -6.090 -2.432 4.7000 phot 4.4620 4.7960 -8.152 -8.329 -7.975 -0.389 -0.476 -0.269 0.095 0.058 0.149 7.794 7.699 7.887 0.071 0.025 0.143
101076 gds -6.263 -3.669 4.5000 phot 4.4900 4.7430 -8.164 -8.327 -8.024 -0.013 -0.096 0.091 0.097 0.068 0.144 8.175 8.091 8.269 0.068 0.025 0.152
101359 gds -6.145 -3.077 4.3400 phot 4.3010 4.3500 -7.975 -7.980 -7.967 -0.466 -0.577 -0.352 0.005 0.004 0.007 7.582 7.536 7.637 0.131 0.102 0.173
102238 gds -1.034 -0.375 1.6900 phot 1.6310 1.8420 -8.705 -8.867 -8.525 -0.257 -0.360 -0.142 0.365 0.241 0.539 8.464 8.381 8.515 0.125 0.063 0.205
102277 gds -6.281 -3.105 4.3700 phot 4.3010 4.3850 -7.939 -7.947 -7.930 -0.562 -0.744 -0.360 0.022 0.015 0.032 7.417 7.323 7.533 0.089 0.053 0.143
103013 gds -6.944 -2.825 5.0500 phot 5.0050 5.4900 -7.961 -8.123 -7.933 -0.015 -0.493 0.366 0.022 0.008 0.089 8.074 7.733 8.398 0.566 0.408 0.738
103782 gds -2.556 0.448 1.7000 phot 1.6830 1.9260 -9.281 -9.373 -9.111 0.183 0.123 0.275 1.513 0.985 1.884 9.466 9.387 9.527 0.311 0.227 0.410
104554 gds -6.310 -3.431 4.6200 phot 3.8060 4.7500 -8.428 -8.638 -8.135 -0.244 -0.396 -0.068 0.185 0.090 0.309 8.173 8.061 8.274 0.185 0.072 0.317
104855 gds -6.385 -2.806 4.8632 spec 4.8582 4.8682 -14.786 -28.532 -10.098 -6.873 -21.452 -1.845 0.197 0.154 0.273 8.522 8.476 8.580 0.072 0.019 0.175
104964 gds -6.450 -2.523 5.1559 spec 5.1509 5.1609 -8.316 -8.470 -8.101 0.255 0.143 0.394 0.140 0.082 0.200 8.573 8.497 8.643 0.099 0.048 0.159
104999 gds -6.074 -3.071 4.4100 phot 4.1600 4.6900 -8.271 -8.510 -8.041 -0.220 -0.340 -0.070 0.130 0.071 0.226 8.083 7.952 8.199 0.097 0.037 0.207
105008 gds -2.497 -0.626 0.9000 phot 0.7540 4.1970 -9.077 -9.491 -8.658 -1.848 -2.015 -1.555 0.945 0.350 2.362 7.245 7.096 7.461 0.127 0.036 0.287
105200 gds -6.131 -2.958 4.6400 phot 4.4860 4.7200 -7.937 -7.954 -7.925 -0.365 -0.590 -0.164 0.028 0.018 0.043 7.607 7.490 7.721 0.177 0.112 0.260
105912 gds -6.143 -3.206 0.6200 phot 0.6060 3.9210 -10.379 -51.441 -9.496 -3.437 -43.680 -2.548 3.906 2.297 5.958 7.166 6.927 7.490 1.336 0.866 1.814
107016 gds -6.129 -2.843 4.6500 phot 4.5590 4.9300 -8.385 -8.556 -8.196 0.984 0.891 1.116 0.162 0.105 0.241 9.372 9.287 9.451 0.117 0.062 0.207
107250 gds -6.230 -3.059 4.7200 phot 4.6300 4.7780 -7.974 -7.982 -7.962 -0.217 -0.392 -0.030 0.006 0.004 0.009 7.846 7.751 7.942 0.136 0.096 0.202
107551 gds -0.778 -1.503 3.3505 phot_bagpipes 3.0662 3.4992 -8.844 -9.042 -8.640 -0.305 -0.453 -0.166 0.536 0.317 0.897 8.529 8.440 8.605 0.129 0.058 0.238
107621 gds -6.356 -3.419 5.0800 phot 5.0160 5.2000 -8.516 -8.722 -8.239 0.006 -0.103 0.168 0.237 0.124 0.391 8.526 8.386 8.627 0.132 0.061 0.235
107780 gds -6.217 -3.108 4.3900 phot 4.2550 4.7030 -8.119 -8.415 -7.939 -0.218 -0.382 -0.061 0.086 0.045 0.182 7.958 7.826 8.108 0.130 0.049 0.259
108219 gds -6.408 -3.223 4.7200 phot 4.5360 4.7990 -8.125 -8.539 -7.932 0.003 -0.285 0.197 0.089 0.034 0.238 8.206 7.986 8.404 0.294 0.147 0.446
108438 gds -6.304 -3.135 4.2800 phot 4.2790 4.6900 -7.989 -7.993 -7.984 -0.826 -0.934 -0.707 0.003 0.002 0.004 7.298 7.249 7.350 0.201 0.128 0.296
108487 gds -4.422 -4.568 3.9760 spec 3.9710 3.9810 -8.562 -8.707 -8.372 0.093 -0.033 0.229 0.237 0.155 0.344 8.656 8.603 8.706 0.119 0.053 0.201
108715 gds -1.336 -0.310 2.8587 spec 2.8537 2.8637 -8.591 -8.795 -8.380 0.527 0.413 0.644 0.278 0.176 0.472 9.125 9.035 9.210 0.465 0.340 0.567
